datetime,headline,source,summary,url
2023-08-29 12:21:27,"Google unveils enterprise AI tools, new AI chip",Yahoo,"Google unveiled a swath of fresh artificial-intelligence technology and partnerships on Tuesday that were geared toward bringing more of the growing technology to large businesses.  The batch of announcements from its Google Next conference in San Francisco included new customers for its cloud software such as General Motors and Estee Lauder Companies.  The flurry of announcements is part of Google's recent effort to showcase its AI plans, after Microsoft caught the company off guard with an ambitious AI strategy it has been rolling out since last year.",https://finnhub.io/api/news?id=999d2f84387a2497a7db05c5950b2828a071216e24ae677fef3190cea499961f
2023-08-29 12:03:40,Google unveils AI tools for enterprise customers at $30 a month,Yahoo,"The price is the same as rival Microsoft's ""Copilot"" AI-powered office software suite that includes Teams and Outlook.  Google has intensified investments in generative AI this year as it plays catch-up after Microsoft-backed OpenAI's launch of ChatGPT last year took the tech world by storm.  Its Tuesday announcement was made at the Google Next conference in San Francisco, where the company also unveiled a new version of its custom-built AI chips and a tool to watermark and identify images generated by AI.",https://finnhub.io/api/news?id=00492c858f018c5463853564ac654d8b88d9e072ed83ba85cfd1a78924057871
2023-08-29 12:00:55,"Duet AI, Google's AI assistant suite, expands across Google Cloud",Yahoo,"Duet AI, Google's collection of generative AI features for text summarization, organizing data and more, is expanding to new products and services in Google Cloud.At its annual Cloud Next conference, Google announced that Duet AI -- still in preview with general availability set for sometime later this year -- can now assist with code refactoring, or improving code by making small changes without altering the code's overall external behavior.In a developer's preferred software development enviro",https://finnhub.io/api/news?id=cdeb4c85bffa3824be4fd936f5b36952aa7ed038a5d33c0ab4b615abdea04415
2023-08-29 12:00:50,Google Colab gains an enterprise tier,Yahoo,"Google Colaboratory (Colab for short), Google’s service designed to allow anyone to write and execute arbitrary Python code through a browser, including code to run AI apps, is gaining an enterprise tier.Called Colab Enterprise, the new offering combines Colab notebooks -- the environment where developers write Python code -- with what Google describes as ""enterprise-level security"" and ""compliance support capabilities.""While the free and individual paid Colab plans let users run Python code on",https://finnhub.io/api/news?id=41b61ac57c889ac9e1eb6ec27a6c00a99d29b4813b7222282233890dcb815a5d
2023-08-29 12:00:48,Google Cloud announces the 5th generation of its custom TPUs,Yahoo,"At Cloud Next, its annual user conference, Google Cloud today announced the launch of the fifth generation of its tensor processing units (TPUs) for AI training and inferencing. Google announced the fourth version of its custom processors in 2021, but it only became available to developers in 2022.The company notes that it built this edition of the chip with a focus on efficiency. Compared to the last generation, this version promises to deliver a 2x improvement in training performance per dolla",https://finnhub.io/api/news?id=d250b5e0ee58b7383707e170754fb3df9cf96c3b5bbeeb41308785afc4313c6a
2023-08-29 12:00:47,Google introduces GKE Enterprise to help companies manage complex Kubernetes environments,Yahoo,"Google launched Kubernetes back in 2014 as an open source project to help manage containers. Over time, as it has become a cloud native mainstay, the company has continued to support the open source project, while offering its own commercial version called GKE (short for Google Kubernetes Engine). Today, at Google Cloud Next, the company launched a new enterprise version of GKE.Chen Goldberg, GM & VP for cloud runtimes at Google, says GKE Enterprise builds on all of the work that Google has been",https://finnhub.io/api/news?id=0c86c7823997427444a5cbd339cf0b29c87b3c7cde9481ab83705e4a63ef0ba4
2023-08-29 12:00:38,Google is bringing generative AI to its security tooling,Yahoo,"Today at Google Cloud Next, the company announced several new generative AI enhancements to its security product line in an effort to make it easier to find information from a massive amount of security data by simply asking questions in plain language.Steph Hay, head of UX for cloud security at Google, says that these new capabilities are designed to do more with less. “We're really trying to supercharge security with generative AI to mitigate threats, and in particular prevent downstream impac",https://finnhub.io/api/news?id=93b1898ada82baebedc520612a7b8669c8e66f3a192d228e8fe7274b97519bd9
2023-08-29 12:00:30,"Google's Duet AI becomes a meeting assistant, doc summarizer, and chat companion",Yahoo,"Google's Duet AI, its generative AI-powered helper, is now becoming generally available to any organization using Google Workspace the company announced today at its Google Cloud Next event. The AI helper, previously in testing with thousands of companies, will gain new capabilities, being able to act as a meeting assistant, a chatbot you can communicate with Google Chat, a document summarizer, and a way to add more personalization to Gmail's smart replies, among other things.The Duet AI will be",https://finnhub.io/api/news?id=61f2afa78dcff1511100145cacfd4e94d877d267163502e75a81b37cfe7e8096
2023-08-29 12:00:28,Google's new A3 GPU supercomputer with Nvidia H100 GPUs will be generally available next month,Yahoo,"Despite their $30,000+ price, Nvidia's H100 GPUs are a hot commodity -- to the point where they are typically back-ordered. Earlier this year, Google Cloud announced the private preview launch of its H100-powered A3 GPU virtual machines, which combines Nvidia's chips with Google's custom-designed 200 Gpbs Infrastructure Processing Units (IPUs). Now, at its Cloud Next conference, Google announced that it will launch the A3 into general availability next month.We'll have to see if Google Cloud wil",https://finnhub.io/api/news?id=0054fa8ee7fc80312490babdd30bf5a3520fe5913ef8a49f7850b4ce84b50d66
2023-08-29 12:00:11,Google upgrades Vertex AI to keep pace with the generative AI boom,Yahoo,"Over half of CEOs globally are experimenting with AI to generate text, images and other forms of data, a recent joint survey by Fortune and Deloitte found. Meanwhile, a third of organizations are using generative AI ""regularly"" in at least one business function, a McKinsey report shows.Given the massive (and apparently growing) addressable market, it comes as no surprise that Google Cloud is pushing hard -- very hard -- to stay abreast.During its annual Cloud Next conference, Google announced up",https://finnhub.io/api/news?id=b7a58827a51063412bb276d588d6a2e679add2b3a62b0120c11d3da1c37999d0
2023-08-29 12:00:01,Google's AlloyDB AI transforms databases to power generative AI apps,Yahoo,"AlloyDB, Google's fully managed PostgresSQL-compatible database service, is gaining a few AI smarts.Google today announced the launch of AlloyDB AI, an integrated set of capabilities built into AlloyDB for PostgreSQL to support developers in building generative AI apps using their own data. AlloyDB AI, available in preview via AlloyDB Omni (which is moving from a technical preview to public preview), provides built-in support for vector embeddings -- delivering the foundation for AI search apps",https://finnhub.io/api/news?id=cfc87a59194eb18615adfe0e81fc5039c017f0cabac54694709b36ae40247540
2023-08-29 11:48:00,"Google Cloud, Nvidia expand partnership over AI computing, software and services",Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=6e84bbe4cd6200fc279d4852aba6f9ae118ff0274183189cc7985c9ee7bcaa0b
2023-08-29 11:30:00,"Google Chases Microsoft, Amazon Cloud Market Share With AI Tools",Yahoo,"Google is selling broad access to its most powerful artificial-intelligence technology for the first time as it races to make up ground in the lucrative cloud-software market.  Thomas Kurian,  CEO of Google Cloud, is planning to outline the offerings to thousands of customers at Google’s annual cloud conference in San Francisco on Tuesday, while making widely available a number of tools that can help draft emails or summarize lengthy documents stored in the cloud.  The new products will intensify competition with  Microsoft  the second-largest cloud provider, and OpenAI, the ChatGPT creator it has backed with billions of dollars.",https://finnhub.io/api/news?id=c5aaaddab681432d717432e9ef28881e7979f85329e5e683401831c778083b08
2023-08-29 11:15:00,1 FAANG Stock to Buy Hand Over Fist in August (and Beyond),Yahoo,"Alphabet's (NASDAQ: GOOGL) (NASDAQ: GOOG) latest financial results (for Q2 2023 ended June 30) easily crushed Wall Street consensus estimates.  As August comes to a close, investors should be buying this top FAANG stock hand over first.  As is the case with many of its FAANG peers, Alphabet is on strong financial footing right now.",https://finnhub.io/api/news?id=b1221dce5f022a0eed7b1a5b7d5c7f7069df6f7389db88274802086a8d81e7a5
2023-08-29 11:02:00,What You Missed On Wall Street This Morning,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=ad3b9c5e4cf7272bc43b31a8a92caf9843c8750fe9813f7090c16b91f4a00dd3
2023-08-29 10:50:00,"Google Cloud Next announcements: partnerships, AI tools, chips and more",Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=775b39dd9b8c0b11bf3dca901e95fbdea7b80e64b22df169a5222636d76595f9
2023-08-29 10:39:00,Roller Coasters Meet AI: Six Flags Entertainment Ties Up With Google To Boost AI Capabilities,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=051acf65b3f80823a57fa9584efd94193efdb3c64bc0347353808c43652b031b
2023-08-29 10:34:00,What's Going On With Nvidia Tuesday?,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=09c9f298fb034d7cf1ec15f96f6b1699b103f18858ce5977af42d683011c3195
2023-08-29 10:21:57,Powell Isn't Bluffing This Time: Traders Are Quietly Taking A Quick Fed Pivot Off The Table,SeekingAlpha,"Interest rates continue to go up, meaning stocks and property are becoming even less attractive. Click here to learn more about what this means for investors.",https://finnhub.io/api/news?id=b6f233c5460d34095817e5bdb461280bb5627807c3a1031821e944a8c5785881
2023-08-29 10:17:00,General Motors (NYSE:GM) and Google Collaborate on AI Solutions,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7ce63b35c2b367709835ca26b8531e7ca68a06afd8acde044a68bc8356f881f9
2023-08-29 10:11:34,Exclusive-Meta's Canada news ban fails to dent Facebook usage,Yahoo,"Meta's decision to block news links in Canada this month has had almost no impact on Canadians' usage of Facebook, data from independent tracking firms indicated on Tuesday, as the company faces scorching criticism from the Canadian government over the move.  Daily active users of Facebook and time spent on the app in Canada have stayed roughly unchanged since parent company Meta started blocking news there at the start of August, according to data shared by Similarweb, a digital analytics company that tracks traffic on websites and apps, at Reuters' request.  Another analytics firm, Data.ai, likewise told Reuters that its data was not showing any meaningful change to usage of the platform in Canada in August.",https://finnhub.io/api/news?id=816cd23ab99d939d95842eb9803491034ef641ed95b24d7e2c4f07f8b7461f4b
2023-08-29 10:00:00,"General Motors Deepens AI Partnership With Google, Deploys Chatbots Using Dialogflow Technology",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=3e514b0b158fa882b13895cc2f5847f86f755437bb523acaabf3d5254d87379b
2023-08-29 09:50:00,"This Is Google's Favorite AI Stock Other Than Itself (and Cathie Wood's Ark Invest Really Loves It, Too)",Yahoo,This up-and-coming artificial intelligence stock could be just what aggressive growth investors are looking for.,https://finnhub.io/api/news?id=d6553c142e36c70251d58044ee6d525b36650c82c5ed5d279c8e5bc0af71f258
2023-08-29 09:47:02,Ginkgo Bioworks Shares Rise 10% After Partnership With Google Cloud,Finnhub,"By Chris Wack Ginkgo Bioworks shares were up 10% to $1.98 in premarket trading after the company entered a five-year strategic cloud and AI partnership with Google Cloud, intended to enable...",https://finnhub.io/api/news?id=e91e3dd264e16c913acc372a1b465fb886412894d338a99338f11b42c9e2d458
2023-08-29 09:35:00,Google Develops A Tool That Can Spot AI-Generated Photos With High Accuracy,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=8780c8bb0a48618e7298565546c93dcde57269c3aa9a30f03e4e14f242d2e5d2
2023-08-29 09:24:00,"Market Clubhouse Morning Memo - August 29th, 2023 (Trade Strategy For SPY, QQQ, AAPL, MSFT, META, GOOGL, And NVDA)",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=22de57dff976d1cf451e94c536559ea4224bec3364a5649ed1767baf66d29673
2023-08-29 09:15:00,MSCI expands partnership with Google Cloud for generative AI in investing,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=1503ab998dff6841dd6315fe341278d9e6ef6ca77671a803470ffdae3a56800a
2023-08-29 08:51:00,"Meta Stands Strong Amid Canada's News Ban, Tackles China-Linked Disinformation Surge",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=2d04783da7d2099cf44ea3e0fa01166730ec37e0d902c6974d260ad21c7c00f7
2023-08-29 08:42:02,Six Flags Partners With Google to Roll Out AI Products,Finnhub,By Will Feuer Theme-park operator Six Flags is partnering with Google Cloud to work on generative artificial intelligence and roll out new AI-powered offerings. Six Flags said it plans to...,https://finnhub.io/api/news?id=74d436599eb8737bebe92480c89fa2277671e57ae1ba914ab2362cecb337bcbb
2023-08-29 08:34:02,"General Motors, Google Strike AI Partnership",Finnhub,By Will Feuer General Motors and Google Cloud said they have struck a deal to bring conversational artificial intelligence to GM vehicles and to explore future possible use cases for...,https://finnhub.io/api/news?id=1fd6f602207d913d183c5264f61fd1ecfac692d954e73fa2a916132e265769e0
2023-08-29 08:25:00,"Google Collaborates with Nvidia in AI Expansion: A Strategic Play Against Titans Microsoft, OpenAI, and Amazon",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=faade5f6e2646c2833acb8d83af3d778b27def8e0d60d8f6454b42a5ac9f6942
2023-08-29 08:19:00,"As Nvidia Dominates AI Landscape, Intel's 2024 'Sierra Forest' Gears Up for Data Center Revolution",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=3da92bb1cb4ed088ee8f525beedf74af9dad19d0d313656fce7c8af1737e080f
2023-08-29 08:13:00,"Microsoft President Brad Smith Joins Global Tech Leaders In Cautioning Against Weaponizing AI, Emphasizes Human Oversight",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=6b0505595fa0cb10df9b856ec2217b8a7470bd27fb92a2b24bd4798c2998f741
2023-08-29 08:11:00,Ginkgo Bioworks inks AI partnership with Google Cloud,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=ac465dba3442a94f839f68421c0cce3344a879ec4433367a64c7df28ae07dba6
2023-08-29 07:28:00,"Google Ventures into Renewable Energy Mapping, Targets $100M Revenue with New API Offerings",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=82b9f262178b840d2c47a9646f9102677a328d2fd0c27daa24f0d5e611c01e12
2023-08-29 07:18:00,"Wedbush thinks tech stocks will rally into year end, led by Amazon, Alphabet, Meta",Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=89531b72579d65a68aaa246079464dac672864088d75306e7c341f37104af3ae
2023-08-29 07:13:00,"General Motors, Google Cloud share new details on AI initiatives",Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7ede6abb11bf2da77d54f37da914af1eb8da8fdfcd228bcea6352b678b35e778
2023-08-29 07:06:00,"Ginkgo Bioworks, Google Cloud announce five-year AI partnership",Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=adf6a58fbfa8ec6112008fe2738e76ecae1af7605e74621203b6ebf0a31aea94
2023-08-29 06:10:00,Discover the Investment Mistakes That Cost Warren Buffett Billions,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=73440756435e46f0d1e1863705122b0d005bf72757b6e1e84410e81426a3eca3
2023-08-29 05:58:00,"Tech Giants, Like Meta (NASDAQ: META) and Google, Face New Tax",TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=066f9df2c75d4d305928c2d08e0412840f7481aef2a36274f2a99190bde49ef2
2023-08-29 05:45:00,Google’s AI Power Play: Why GOOG Stock Is Set to Soar,InvestorPlace,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=1fcd507c3c0ed86b4fb49f1a4fde0087b051f0f730c46af5c7786f8de6f072c3
2023-08-29 05:30:00,Tech Giants Like Meta (NASDAQ: META) and Google Likely to Face Digital Services Tax in New Zealand,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=a7d1b4eeb6a503d20df730d27fed034a7da69ccffc42cdd1f820fea93ae78023
2023-08-29 05:29:00,New Zealand Likely to Impose Digital Services Tax on Tech Giants Like Meta (NASDAQ: META) and Google,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=55ea5f1a3e1525d29a22fbabf166c6acded2bbfc4065f50e16c974472cec556a
2023-08-29 05:27:00,"Chuck Schumer to host tech leaders at AI forum, Axios reports",Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=ef9255eddcf3191e33c72f4f1079b349ed5aeafef44bd7a066a91c69b8f2c7f1
2023-08-29 04:29:00,The Curious Case Of Big Tech,SeekingAlpha,"Over the last ten years, 2013-2022, Big Tech collectively generated $2.3 Tn Operating Cash Flow, slightly more than double their aggregate market cap ten years ago.",https://finnhub.io/api/news?id=7e72cf81936eff63a78f152a24812fabc119982266f7ec598ba1af9d6de38e68
2023-08-29 04:03:00,"2023's Biggest Tech Meltdowns: Instagram's Blackout Overshadows Other Big Tech Outages, Musk's X Stands Firm",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=67e81a2665631fbe6cba56d28f5cc4e06d188c12ad09b85bc0090c874efdb66b
2023-08-29 03:56:00,"Meta, Google could see new digital services tax in New Zealand in 2025 - report",Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7361241bc33a98bfe5dda27e1d21bbd555fd830d5e0dd42108734ae5732d1c78
2023-08-29 03:44:00,"Google expands Duet AI features across its cloud, including to Mandiant security",Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=dc958d1ba196075326693774dbce365d6976eeee6d61df238e1d3ebe1654d726
2023-08-29 03:34:00,"Alphabet Inc. Cl A stock rises Tuesday, outperforms market",MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=3c377d2abb69f89932f9b9674ff419756ab97db6aef5667bff93906193a9fb93
2023-08-29 02:38:00,"Analyst Eyes $1T AI-Driven Opportunity with Alphabet, Amazon, and Meta Leading the Charge",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=d3256ae6161243ffb0013ff8926cd312920cb68e482b731ca4d89c3b8ac34956
2023-08-29 01:42:00,"Cramer Picks Nvidia, Alphabet Over Other Mega-Cap Tech Stocks: 'Both Ready To Run'",Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=ecb1db6d06474fee365961dbc683836f94d53c4c83502d234a3b96d7bc76d38d
